id,url,titre,adresse,categorie,categorie_source,type_projet,montant_initial,montant_actuel,nombre_contributions,nombre_commentaires,nombre_videos,nombre_images,nombre_publications
213680,https://fr.ulule.com/saltie-la-1ere-pate-a-tartiner-salee/,Saltie - La 1ère pâte à tartiner salée saine et gourmande,Marseille,Artisanat & Cuisine,artisanat_cuisine,prevente,100.0,417.0,112.0,55,1,93,2
216373,https://fr.ulule.com/ouverture-atelier-josepha/,Ouverture de l'Atelier Josépha à Rambouillet,,Artisanat & Cuisine,artisanat_cuisine,euros,6370.0,2185.0,14.0,5,0,15,0
197141,https://fr.ulule.com/crux-snacks/,CRUX : La première marque de nutrition dédiée à l'escalade.,Valence,Artisanat & Cuisine,artisanat_cuisine,euros,8000.0,8117.0,106.0,104,1,48,4
217634,https://fr.ulule.com/fournil-des-oiseaux/,Le fournil des oiseaux,Boulc,Artisanat & Cuisine,artisanat_cuisine,euros,1500.0,1610.0,17.0,11,0,21,0
129648,https://fr.ulule.com/coffret-initiation-tricot/,Apprends enfin à tricoter !,Nantes,Artisanat & Cuisine,artisanat_cuisine,prevente,80.0,60.0,53.0,35,0,39,1
217575,https://fr.ulule.com/alema_cafe-3/,Alema Café,Mehun-sur-Yèvre,Artisanat & Cuisine,artisanat_cuisine,euros,3500.0,2675.0,49.0,54,1,17,1
218687,https://fr.ulule.com/touslesgoutssontdanslanature/,Tous les goûts sont dans la Nature,,Artisanat & Cuisine,artisanat_cuisine,euros,5300.0,2356.0,34.0,42,1,51,0
208766,https://fr.ulule.com/ekhi-vins-biologiques-bouteilles-consignees/,La bouteille de vin qui ne se jette pas !,Granville,Artisanat & Cuisine,artisanat_cuisine,prevente,150.0,256.0,51.0,55,0,44,2
214348,https://fr.ulule.com/l-app-de-cuisine-inspiree-de-tiktok/,L'appli de cuisine inspirée des réseaux sociaux,,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,3428.0,20.0,10,1,28,1
218062,https://fr.ulule.com/facettes_boulangerie_solaire/,Facettes boulangerie solaire,,Artisanat & Cuisine,artisanat_cuisine,euros,10000.0,8370.0,110.0,125,0,24,4
217738,https://fr.ulule.com/madobordeauxcagnotte/,"Mado, le spot où ça mijote, ça papote et ça régale !",Bordeaux,Artisanat & Cuisine,artisanat_cuisine,euros,5500.0,3575.0,28.0,11,0,18,0
217685,https://fr.ulule.com/four-rofco-micro-fournil/,Le fournil de Mémère,,Artisanat & Cuisine,artisanat_cuisine,euros,2800.0,820.0,30.0,18,0,11,0
217714,https://fr.ulule.com/tiretoiunebuchelyon7/,Un nouveau bar à jeux ouvre à Lyon 7,Lyon,Artisanat & Cuisine,artisanat_cuisine,euros,15000.0,5315.0,54.0,55,1,34,0
212048,https://fr.ulule.com/une-vitrine-pour-hiver-comme-et-the/,La plus belle des vitrines pour nos gâteaux gourmands.,Avignon,Artisanat & Cuisine,artisanat_cuisine,euros,2800.0,370.0,11.0,7,0,16,0
212448,https://fr.ulule.com/je-soutiens-am_beers/,JE SOUTIENS AM_BEERS,Pourrières,Artisanat & Cuisine,artisanat_cuisine,euros,5500.0,290.0,8.0,8,0,25,0
218184,https://fr.ulule.com/elegance-sucree/,Des bûches pour Noël !!!,Mouans-Sartoux,Artisanat & Cuisine,artisanat_cuisine,euros,2000.0,2355.0,50.0,38,0,26,0
208928,https://fr.ulule.com/lueur-locale/,Créer un atelier-boutique éthique au cœur de Correns,,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,1210.0,21.0,15,0,29,0
216466,https://fr.ulule.com/mettons-bokitew-sur-roues--/,Mettons Bokitew sur roues !,Marseille,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,1539.0,43.0,27,1,16,1
216731,https://fr.ulule.com/le-bon-sens/,Le Bon Sens,Montpellier,Artisanat & Cuisine,artisanat_cuisine,euros,10000.0,2617.0,47.0,54,0,21,0
209842,https://fr.ulule.com/malki-biscuits/,MALKI - le Monde en Biscuits,Hure,Artisanat & Cuisine,artisanat_cuisine,euros,2500.0,3529.0,44.0,36,0,45,14
214498,https://fr.ulule.com/salondethelua/,Création du salon de thé Lua à Dunkerque,Dunkerque,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,2317.0,52.0,26,0,15,0
205995,https://fr.ulule.com/toujours-plus-antik/,Pour que le rhum soit toujours plus ANTIK,Marseille,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,1004.0,17.0,11,1,6,1
217275,https://fr.ulule.com/golwos/,Brasserie GOLWOS,Herrlisheim,Artisanat & Cuisine,artisanat_cuisine,prevente,560.0,615.0,60.0,82,1,32,0
177143,https://fr.ulule.com/un-sac-isotherme-pas-comme-les-autres/,Dounaa Sen - Un sac isotherme pas comme les autres,Valserhône,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,1686.0,26.0,37,1,64,0
219353,https://fr.ulule.com/patisserie-cake-design/,BIENVENUE,Lyon,Artisanat & Cuisine,artisanat_cuisine,prevente,50.0,7.0,16.0,12,0,12,0
217226,https://fr.ulule.com/ardent-bouffe-vibes-creole/,Ardente - Lieu vivant - vibe créole,,Artisanat & Cuisine,artisanat_cuisine,euros,10000.0,3470.0,29.0,29,1,39,2
217569,https://fr.ulule.com/cookie-therapy-le-coffee-shop-gourmand/,Cookie Therapy - Le coffee shop dealer de cookies 🍪,Salon-de-Provence,Artisanat & Cuisine,artisanat_cuisine,euros,3500.0,25.0,1.0,1,0,10,0
217203,https://fr.ulule.com/eugene-griotte-atelier-de-porcelaine/,"Eugène Griotte, atelier de porcelaine, fête ses trois ans",Paris,Artisanat & Cuisine,artisanat_cuisine,euros,4500.0,1720.0,13.0,12,0,31,0
214659,https://fr.ulule.com/riambato/,Riambato : L'écosystème gourmand de Madagascar,Paris,Artisanat & Cuisine,artisanat_cuisine,euros,2500.0,65.0,1.0,65,0,26,0
218744,https://fr.ulule.com/besoin-de-votre-coup-de-patte--/,Besoin de votre coup de patte !,Paris,Artisanat & Cuisine,artisanat_cuisine,euros,3500.0,185.0,10.0,13,0,17,0
216982,https://fr.ulule.com/-cheers-box--les-cocktails-qui-changent-la-soiree/,🍹 Cheers Box – Les cocktails qui changent la soirée,,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,1415.0,21.0,13,1,30,3
218492,https://fr.ulule.com/01k5956z0541793tanbngc24jy/,Friandises pour chien 100% végétal,,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,157.0,9.0,3,0,7,0
191464,https://fr.ulule.com/les-bourguigourmands-la-collecte/,,,,artisanat_cuisine,euros,,,,0,0,17,0
217388,https://fr.ulule.com/ceercle-le-composteur-design/,Composteurs design & colorés,Lyon,Artisanat & Cuisine,artisanat_cuisine,prevente,100.0,189.0,107.0,38,1,62,21
211844,https://fr.ulule.com/azur-studio/,Azur Studio déménage et j'ai besoin de vous !,,Artisanat & Cuisine,artisanat_cuisine,euros,4500.0,1655.0,35.0,21,0,30,0
217989,https://fr.ulule.com/vis-ta-dolce-vita-en-sandwich/,Soutiens la création d'un foodtruck de sandwichs italiens 🌮,,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,510.0,8.0,9,0,44,0
219017,https://fr.ulule.com/pizzeria-tence/,PIZZA CE SOIR ???!!!,,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,250.0,6.0,4,0,17,0
216661,https://fr.ulule.com/salondethepapilles/,Papilles ! Salon de thé de convivialité & pâtisserie engagée,,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,1105.0,15.0,9,1,28,1
216294,https://fr.ulule.com/atelier-de-rhum-arrange-artisanal-/,Atelier de Rhum Arrangé artisanal.,Pau,Artisanat & Cuisine,artisanat_cuisine,euros,3500.0,50.0,1.0,2,0,15,0
212785,https://fr.ulule.com/sauce-soja-auvergne/,Sauce soja d'Auvergne,Vorey,Artisanat & Cuisine,artisanat_cuisine,euros,2500.0,1645.0,33.0,26,0,27,3
217151,https://fr.ulule.com/bougies-artisanales-d-intention---litho-herbotherapie/,Bougies artisanales d'intention - litho/herbothérapie,Paris,Artisanat & Cuisine,artisanat_cuisine,prevente,25.0,2.0,2.0,2,0,20,0
211278,https://fr.ulule.com/une-boulangerie-vivante-/,une boulangerie vivante!,,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,7405.0,110.0,104,1,50,10
215420,https://fr.ulule.com/folie-royale-le-chocolat/,Chocolat prêt à boire - Pour les pros du bon,Annecy,Artisanat & Cuisine,artisanat_cuisine,euros,8000.0,200.0,2.0,2,0,14,0
190048,https://fr.ulule.com/drinks-and-dreams/,"Drinks and Dreams, BOO'S GINGER BEER",Ramatuelle,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,4960.0,66.0,49,0,37,4
214853,https://fr.ulule.com/henry-s-drink/,Henry's Apéritif,,Artisanat & Cuisine,artisanat_cuisine,euros,8000.0,1689.0,35.0,17,1,5,0
214742,https://fr.ulule.com/ja-umina-le-mate-comme-au-paraguay/,Le premier salon de maté à Lyon !,,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,378.0,10.0,4,0,27,0
209286,https://fr.ulule.com/noirdaillier/,"Soutenez Noir d’Ail’lier, l’ail noir auvergnat pelé & séché",Vichy,Artisanat & Cuisine,artisanat_cuisine,prevente,30.0,56.0,35.0,16,2,19,3
196764,https://fr.ulule.com/achat-d-une-dtf/,Achat d'une nouvelle imprimante DTF,Bormes-les-Mimosas,Artisanat & Cuisine,artisanat_cuisine,euros,3800.0,275.0,7.0,3,0,26,0
211933,https://fr.ulule.com/cop-caks/,"Cop'Caks, Food truck rempli de douceurs gourmandes sucrées",Rochereau,Artisanat & Cuisine,artisanat_cuisine,euros,2500.0,790.0,11.0,4,0,21,0
206737,https://fr.ulule.com/soutenez-madia-madia-le-marmiton-africain/,SOUTENEZ MADIA MADIA,,Artisanat & Cuisine,artisanat_cuisine,euros,20000.0,470.0,10.0,6,1,12,0
182531,https://fr.ulule.com/banasto/,BANASTO,Vergèze,Artisanat & Cuisine,artisanat_cuisine,euros,2500.0,5610.0,49.0,44,0,54,1
214428,https://fr.ulule.com/recyclage-d-electromenager/,Réparation et recyclage d'électroménager,Marciac,Artisanat & Cuisine,artisanat_cuisine,euros,8000.0,300.0,11.0,8,0,11,0
219436,https://fr.ulule.com/atelier-ovellart/,Atelier OVELLART,Bessens,Artisanat & Cuisine,artisanat_cuisine,euros,3500.0,5.0,1.0,5,0,14,0
207179,https://fr.ulule.com/contribuez-a-mon-reve-sucre/,Un labo pâtisserie créatif à Givrand dès décembre 2025 !,,Artisanat & Cuisine,artisanat_cuisine,euros,7000.0,715.0,28.0,6,0,55,0
212169,https://fr.ulule.com/un-nouvel-envol-pour-les-mesanges-bleues/,Un nouvel envol pour Les Mésanges Bleues,Montreuil,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,6015.0,84.0,52,0,22,2
213188,https://fr.ulule.com/ouverture-d-un-nouveau-cafe--librairie--bar-a-jeux/,"L'encrier Ludique : café, librairie & bar à jeux à Marseille",Marseille,Artisanat & Cuisine,artisanat_cuisine,euros,600.0,1100.0,33.0,22,6,11,11
215317,https://fr.ulule.com/soutenez-maison-m-m-deco--creations-artisanales/,"Soutenez Maison M.M Déco, créations artisanales",,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,470.0,19.0,15,0,13,0
218947,https://fr.ulule.com/financement-pour-cap-artisan-verrier/,Devenir vitrailliste et développer mon activité pro,,Artisanat & Cuisine,artisanat_cuisine,euros,7500.0,50.0,2.0,50,0,16,0
217352,https://fr.ulule.com/pour-du-bois-sublime-en-creations-uniques-et-colorees--/,Pour du bois sublimé en créations uniques et colorées !,Neuville-en-Ferrain,Artisanat & Cuisine,artisanat_cuisine,euros,1500.0,25.0,1.0,25,1,42,0
212993,https://fr.ulule.com/donnez-un-tour-a-mes-idees/,Donnez un tour à mes idées,,Artisanat & Cuisine,artisanat_cuisine,euros,1200.0,120.0,4.0,2,0,16,0
212840,https://fr.ulule.com/yapluka-mercerie/,Vers un nouveau service chez YAPLUKA mercerie,Saverne,Artisanat & Cuisine,artisanat_cuisine,euros,1000.0,1253.0,32.0,19,0,21,8
216714,https://fr.ulule.com/caravane-food-truck/,Caravane Food Truck,,Artisanat & Cuisine,artisanat_cuisine,euros,7000.0,325.0,4.0,3,0,14,0
213411,https://fr.ulule.com/nabela-naissance-d-un-couteau-du-pays/,Nabela - Naissance d'un couteau du Pays Basque.,,Artisanat & Cuisine,artisanat_cuisine,prevente,30.0,8.0,7.0,2,1,11,0
208999,https://fr.ulule.com/faites-rouler-chez-oskar---/,Faites rouler Chez Oskar 💛,Charentilly,Artisanat & Cuisine,artisanat_cuisine,euros,1000.0,852.0,22.0,15,0,32,5
213118,https://fr.ulule.com/des-epices-qui-racontent-une-histoire/,Des épices EPIK qui racontent une histoire,,Artisanat & Cuisine,artisanat_cuisine,euros,700.0,750.0,21.0,26,0,12,2
214205,https://fr.ulule.com/la-cuisine-en-showvroom/,La cuisine en showVroom !,Lens,Artisanat & Cuisine,artisanat_cuisine,euros,1000.0,1000.0,23.0,21,1,32,2
217079,https://fr.ulule.com/-baby-sweetys-un-projet-de-coeur-/,🌺 Un projet de cœur : allier sécurité et douceur ❤️,Nîmes,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,10.0,1.0,10,0,17,1
212959,https://fr.ulule.com/appartator-2/,Appartator,,Artisanat & Cuisine,artisanat_cuisine,euros,,150.0,5.0,2,0,11,0
212924,https://fr.ulule.com/developpement-d-une-unite-de-transformation-d-epices-locales/,Développement d'une unité de transformation d'épices locales,,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,10.0,1.0,10,0,15,0
215799,https://fr.ulule.com/l-ilofrite---le-food-truck-qui-fait-croustiller/,L’ilofrite – Le food truck qui fait croustiller vos envies !,,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,100.0,1.0,5,0,9,0
208525,https://fr.ulule.com/wariscrowdfunding/,Waris Restaurant,Loos,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,3732.0,77.0,40,1,26,2
204045,https://fr.ulule.com/morgon-de-toi-cru-beaujolais/,🍷 Morgon de Toi – Pour ceux qu’on aime (et pour soi aussi),Lyon,Artisanat & Cuisine,artisanat_cuisine,prevente,20.0,70.0,15.0,12,1,20,7
206928,https://fr.ulule.com/skinlal/,Skinlal,,Artisanat & Cuisine,artisanat_cuisine,euros,12000.0,653.0,19.0,16,1,23,0
212243,https://fr.ulule.com/ludcher-drum-co/,Atelier Ludcher Drum : sauvez un savoir-faire en péril,,Artisanat & Cuisine,artisanat_cuisine,euros,17000.0,420.0,15.0,4,0,16,0
215342,https://fr.ulule.com/-le-pain-c-est-la-vie--sans-don/,Boulangerie Aud'là de saveurs,Strasbourg,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,110.0,5.0,4,0,13,0
214246,https://fr.ulule.com/le-royaume-des-bouilles/,Le Royaume des Bouilles,Chinon,Artisanat & Cuisine,artisanat_cuisine,euros,150.0,150.0,7.0,3,0,19,0
215563,https://fr.ulule.com/artisans-table-francaise/,Un site pour valoriser les artisans de la table française,Marseille,Artisanat & Cuisine,artisanat_cuisine,euros,3800.0,10.0,1.0,10,0,6,0
188571,https://fr.ulule.com/la-fleur-des-chateaux-savonnerie/,,,,artisanat_cuisine,euros,,,,0,0,26,0
206645,https://fr.ulule.com/dambiereinvestir/,DAM Bière & La Bière Deauville: L'aventure continue ensemble,,Artisanat & Cuisine,artisanat_cuisine,euros,9000.0,10675.0,65.0,27,1,21,12
206252,https://fr.ulule.com/restaurant-japan-yakiniku/,Restaurant Japan Yakiniku,,Artisanat & Cuisine,artisanat_cuisine,euros,20000.0,1.0,1.0,1,0,21,0
205347,https://fr.ulule.com/la-cabane-du-vigneron/,"Un restaurant de vins, de saison & de passion !",Royer,Artisanat & Cuisine,artisanat_cuisine,euros,1500.0,1837.0,24.0,18,1,21,8
210587,https://fr.ulule.com/coq-en-pates-boutique/,"Le coq en pâtes, la boutique!",Compiègne,Artisanat & Cuisine,artisanat_cuisine,euros,1000.0,1130.0,16.0,8,0,15,1
209917,https://fr.ulule.com/salon-de-the-itinerant/,Pâtisserie healthy : un salon de thé mobile et olfactif !,,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,171.0,9.0,7,0,10,0
207069,https://fr.ulule.com/dar-noa/,Dar Noa : Réinventons la street food tunisienne !,,Artisanat & Cuisine,artisanat_cuisine,euros,12000.0,3500.0,16.0,10,0,11,0
207811,https://fr.ulule.com/lancement-marque-ambelya/,Lancement de ma marque Ambelya,Céret,Artisanat & Cuisine,artisanat_cuisine,euros,1000.0,351.0,14.0,12,0,13,0
207318,https://fr.ulule.com/reouverture-restaurant-peujard/,Réouvrir le restaurant de peujard,Peujard,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,60.0,3.0,60,0,14,0
205116,https://fr.ulule.com/le-357-restaurant/,le 357 restaurant-soulfood- Jazz/Soul Paris,PARIS,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,610.0,16.0,10,0,17,0
161160,https://fr.ulule.com/nouveau-four-chez-celine/,Un nouveau four pour du bon pain,Brasseuse,Artisanat & Cuisine,artisanat_cuisine,euros,2500.0,500.0,12.0,7,0,28,1
183764,https://fr.ulule.com/boutique-de-chimney-cake/,boutique de chimney cake,toulouse,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,5.0,1.0,5,1,14,0
203816,https://fr.ulule.com/confiture-verger-sauvage-68/,"Verger Sauvage, La confiture au service de la Nature",Traubach-le-Haut,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,4035.0,56.0,30,1,16,6
209773,https://fr.ulule.com/entreprise-artisanale--familiale--et-engagement-local/,"Entreprise artisanale, familiale, et engagement local",,Artisanat & Cuisine,artisanat_cuisine,euros,9900.0,35.0,2.0,1,1,24,0
202140,https://fr.ulule.com/jouffly-donuts-vegan/,JOUFFLY - DONUTS VEGAN MADE IN FRANCE 🇫🇷🍩,Laval,Artisanat & Cuisine,artisanat_cuisine,prevente,86.0,99.0,57.0,44,1,25,5
198445,https://fr.ulule.com/barbasaak-barbecue/,BarbaSaak : un barbecue unique et familial,Fontainebleau,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,10.0,1.0,10,0,20,0
178891,https://fr.ulule.com/projet-suite-gourmande/,POUVOIR CONTINUER L AVENTURE GOURMANDE ET GENEREUSE DU REGAL,,Artisanat & Cuisine,artisanat_cuisine,euros,,310.0,12.0,14,1,27,0
204684,https://fr.ulule.com/hy-cagnotte/,Rénovation d'un Citroën HY de 1975 en Bar Ambulant,,Artisanat & Cuisine,artisanat_cuisine,euros,2000.0,1025.0,17.0,8,0,18,0
199900,https://fr.ulule.com/astis/,Soutenez le retour de La Minute Gourmande à Astis,Navailles-Angos,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,2360.0,47.0,26,0,15,0
206895,https://fr.ulule.com/participez-a-l-installation-d-une-agricultrice-ambitieuse/,Soutenez mon projet d'éco-pâturage avec des lapins,Groslay,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,320.0,10.0,7,0,11,0
208171,https://fr.ulule.com/boulangerie-patisserie-reims/,Une Boulangerie Authentique au Cœur de Reims,,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,2.0,1.0,1,0,7,0
200431,https://fr.ulule.com/mettez-la-cerise-sur-le-gateau-de-mon-projet--/,Mettez la cerise sur le gâteau de mon projet !,,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,375.0,16.0,4,0,21,0
197040,https://fr.ulule.com/coffee-jl/,"Coffee JL, notre Coffee Shop Gourmand à Orléans",Orléans,Artisanat & Cuisine,artisanat_cuisine,euros,4500.0,234.0,5.0,5,0,23,0
193936,https://fr.ulule.com/01j6hewyc3vh6sm5s8pjbt2a1a/,Maison Fernand : La Pâtisserie Française s'invite à Rio !,,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,2175.0,24.0,12,0,20,0
205758,https://fr.ulule.com/l-envol-des-petites-mains-du-bonheur/,L'envol des petites mains du bonheur,,Artisanat & Cuisine,artisanat_cuisine,euros,6000.0,145.0,3.0,2,0,13,0
203522,https://fr.ulule.com/aidez-moi-a-lancer--lulu-et-ses-cousettes/,"Aidez moi à lancer ""Lulu et ses cousettes""",,Artisanat & Cuisine,artisanat_cuisine,euros,1500.0,1514.0,27.0,9,0,24,3
201215,https://fr.ulule.com/-contribuye-a-la-magia-/,¡contribuye a la magia!,,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,2494.0,30.0,17,0,16,0
202990,https://fr.ulule.com/portage-de-repas-fait-maison-a-domicile-pour-nos-aines/,Portage de repas fait maison à domicile,Reims,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,685.0,15.0,13,0,12,0
198552,https://fr.ulule.com/soutenez-un-artisan-engage-pour-un-avenir-durable--/,Soutenez un artisan engagé pour un avenir durable !,Le Soulié,Artisanat & Cuisine,artisanat_cuisine,euros,10000.0,225.0,3.0,2,0,31,0
200313,https://fr.ulule.com/collectifsprague-ateliers-du-bout-du-monde/,Les ateliers du bout du monde - Venue de Razieh Hosseini.,,Artisanat & Cuisine,artisanat_cuisine,euros,1500.0,2007.0,37.0,28,1,26,0
204864,https://fr.ulule.com/entre-wicca-et-felins/,Un lieu unique entre Wicca et félins ! 🐾🔮,Essômes-sur-Marne,Artisanat & Cuisine,artisanat_cuisine,euros,60000.0,10.0,1.0,1,0,6,0
196864,https://fr.ulule.com/le-coup-de-pouce-gourmand/,Le coup de pouce aux Délices d'Alex,Quissac,Artisanat & Cuisine,artisanat_cuisine,euros,1000.0,1200.0,18.0,20,0,18,1
188838,https://fr.ulule.com/gourmandises-de-gaelle/,Collecte pour donner des ailes aux Gourmandises de Gaëlle,,Artisanat & Cuisine,artisanat_cuisine,euros,2000.0,2205.0,51.0,36,1,15,1
204210,https://fr.ulule.com/donburi-house-a-besoins-de-vous/,Aidez nous à continuer !,Toury,Artisanat & Cuisine,artisanat_cuisine,euros,1800.0,5.0,1.0,2025,0,11,0
194774,https://fr.ulule.com/soutenircocotte-cantinegourmande/,Soutenez Cocottes Gourmandes - Cantine Française,Paris,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,2955.0,28.0,32,0,17,6
201786,https://fr.ulule.com/snacking-ambulant/,Fond pour projet snacking ambulant,Lorgues,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,55.0,2.0,1,0,8,0
199511,https://fr.ulule.com/-lumiere-sur-un-reve---soutenez-la-creation-de-mes-bougies-n/,Lumière sur un rêve,Soustons,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,105.0,6.0,1,0,21,1
202125,https://fr.ulule.com/monvin-paris-artisanat/,MonVin Paris – L'Artisanat au Service du Vin 🍷👜,Paris,Artisanat & Cuisine,artisanat_cuisine,euros,1000.0,6.0,6.0,5,0,11,0
200291,https://fr.ulule.com/creation-d-un-cafe-couture-avec-mercerie-a-la-vente/,Création d'un café couture avec mercerie à la vente,BOURG DE PEAGE,Artisanat & Cuisine,artisanat_cuisine,euros,1500.0,1210.0,8.0,7,0,11,0
191539,https://fr.ulule.com/bread-trotter/,Bread trotter : À la decouverte des pains du monde,,Artisanat & Cuisine,artisanat_cuisine,euros,9000.0,256.0,14.0,5,1,11,0
190997,https://fr.ulule.com/mangez-bio-et-local/,ACCUEIL A LA FERME DE GUERNALAY,La Forêt-Fouesnant,Artisanat & Cuisine,artisanat_cuisine,euros,25000.0,290.0,7.0,2,0,18,0
197070,https://fr.ulule.com/nyaare_financement/,Nyaare Dream Gourmet financement,Strasbourg,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,200.0,5.0,5,0,11,0
194079,https://fr.ulule.com/roseetsucrebesoin/,Besoin d'un vélo cargo pour vendre des délices syriens !,Grenoble,Artisanat & Cuisine,artisanat_cuisine,euros,3000.0,3070.0,41.0,43,1,13,1
194830,https://fr.ulule.com/smile-les-sables/,SMILE : BRUNCH & COFFEE SHOP aux Sables d'Olonne,,Artisanat & Cuisine,artisanat_cuisine,euros,6000.0,3056.0,35.0,13,0,23,0
193100,https://fr.ulule.com/coffrets-epices-miel-de-madagascar/,"Madagascar en Coffret : Épices, Miel et Vanille à Déguster",Nevers,Artisanat & Cuisine,artisanat_cuisine,euros,400.0,515.0,8.0,12,0,45,3
196313,https://fr.ulule.com/recolter-des-fonds-pour-notre-foodtruck/,Foodtruck en route !,Créteil,Artisanat & Cuisine,artisanat_cuisine,euros,18000.0,1.0,1.0,1,0,7,0
194305,https://fr.ulule.com/les-gourmandises-de-natacha/,Les Gourmandises de Natacha,Eichhoffen,Artisanat & Cuisine,artisanat_cuisine,euros,3500.0,465.0,8.0,3,0,13,0
196426,https://fr.ulule.com/financement-materiel-de-fabrication/,Développement d'une micro-entreprise d'artisanat,Douai,Artisanat & Cuisine,artisanat_cuisine,euros,1000.0,25.0,1.0,1,1,18,0
195307,https://fr.ulule.com/creation-personnalisation-cadeau/,Création personnalisation cadeau,fegreac,Artisanat & Cuisine,artisanat_cuisine,euros,4000.0,10.0,1.0,1,0,26,0
194625,https://fr.ulule.com/vkusno/,VKUSNYASHKA,Paris,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,200.0,5.0,2,1,17,0
192116,https://fr.ulule.com/florance/,Flo /rance: chef pizzaïolo à domicile.,Matignon,Artisanat & Cuisine,artisanat_cuisine,euros,6000.0,1.0,1.0,1,1,7,0
191398,https://fr.ulule.com/afrikan-burger/,Afrikan Burger,Malakoff,Artisanat & Cuisine,artisanat_cuisine,euros,7000.0,1760.0,14.0,14,0,11,1
187475,https://fr.ulule.com/incendie-torrefacteurs-normands/,"Suite à l'incendie, aidez les TORREFACTEURS NORMANDS",Rouen,Artisanat & Cuisine,artisanat_cuisine,euros,15000.0,15200.0,179.0,95,0,10,0
194824,https://fr.ulule.com/lancement-officiel-oceane-patisserie/,Lancement officiel Océane Pâtisserie 🚀,Annecy,Artisanat & Cuisine,artisanat_cuisine,euros,3500.0,575.0,9.0,3,0,18,0
192839,https://fr.ulule.com/super-cagnotte-pastekman/,Super cagnotte PastekMan,,Artisanat & Cuisine,artisanat_cuisine,euros,8000.0,175.0,12.0,8,1,10,3
192100,https://fr.ulule.com/wes-509-restaurant-caribeen/,Wes 509 - Le bon goût du créole (restaurant caribéen),Mesnil-en-Ouche,Artisanat & Cuisine,artisanat_cuisine,euros,5509.0,800.0,14.0,10,0,27,0
189015,https://fr.ulule.com/piqueuse-plate-pour-evolution-d-eilahtan-creations/,Piqueuse plate pour évolution d'Eilahtan Créations,,Artisanat & Cuisine,artisanat_cuisine,euros,,120.0,7.0,6,0,13,0
191272,https://fr.ulule.com/la-popote-d-elo/,Aidez la vielle caravane de Cendrillon à devenir food truck,Varces-Allières-et-Risset,Artisanat & Cuisine,artisanat_cuisine,euros,500.0,790.0,8.0,10,0,17,1
190369,https://fr.ulule.com/o-p-tit-bouillon/,O P’tit Bouillon,Le Havre,Artisanat & Cuisine,artisanat_cuisine,euros,,1775.0,29.0,19,0,13,0
191792,https://fr.ulule.com/projet-khilana/,KHILANA,Seignosse,Artisanat & Cuisine,artisanat_cuisine,euros,100.0,100.0,4.0,2,0,21,0
178989,https://fr.ulule.com/des-yaourt-de-brebis-zero-dechets/,🐏 Des Yaourt de Brebis Zéro Déchets 😋,Saint-Agnant-près-Crocq,Artisanat & Cuisine,artisanat_cuisine,euros,5000.0,1225.0,30.0,29,0,16,0
187474,https://fr.ulule.com/l-atelier---la-patisserie-ig-bas/,PEPS / Préparez des émotions pour vos sens,Puteaux,Artisanat & Cuisine,artisanat_cuisine,euros,800.0,830.0,19.0,21,0,11,1
